company_name	feature	feature_value	shap_value	rank
SATISPAY SPA	Number of employees	0.3442622950819672	-0.7237709760665894	3
SATISPAY SPA	P/L for period   Net income   (Last avail. yr)	-23422760.0	0.3433218002319336	4
UPSTEEM.COM OU	Solvency ratio  Asset based	0.03556125889031483	-0.33863314986228943	1
UPSTEEM.COM OU	P/L before tax  (Last avail. yr)	11389.0	-0.3199175298213959	2
UPSTEEM.COM OU	Of which cash and cash equivalent  (Last avail. yr)	8537.0	0.2789077162742615	3
UPSTEEM.COM OU	Other shareholders funds	3.649471323293816	0.26655489206314087	4
UPSTEEM.COM OU	Current assets  (Last avail. yr)	13548.0	0.26201117038726807	5
FILO S.R.L.	Number of employees	0.2105263157894737	-0.7146512269973755	1
FILO S.R.L.	Capital	0.1110985978940256	0.6672155857086182	2
FILO S.R.L.	Long term debt  (Last avail. yr)	2752114.0	0.30104345083236694	3
FILO S.R.L.	P/L for period   Net income   (Last avail. yr)	-1317915.0	0.2382989376783371	4
FILO S.R.L.	Debtors  (Last avail. yr)	554633.0	-0.22377631068229675	5
ONEWELCOME B.V.	Other non current assets  (Last avail. yr)	4889476.0	-0.2863117754459381	1
ONEWELCOME B.V.	Tangible fixed assets  (Last avail. yr)	304074.0	0.2215329110622406	2
ONEWELCOME B.V.	Current liabilities  (Last avail. yr)	13388529.0	-0.2094600945711136	3
ONEWELCOME B.V.	Number of employees (Last avail. yr)	49.0	-0.2032049000263214	4
ONEWELCOME B.V.	Solvency ratio  Asset based	-0.5021780945915365	0.19732077419757843	5
WHAT SALON	NACE na	True	0.5328449606895447	1
WHAT SALON	Consolidation code NF	True	-0.5316937565803528	2
WHAT SALON	Quoted Yes	False	0.023014258593320847	3
ADVERDOSE LTD	Capital	0.02899392018299779	-1.1100857257843018	1
ADVERDOSE LTD	Current assets  (Last avail. yr)	4050.34157539146	0.3478519916534424	2
ADVERDOSE LTD	Of which cash and cash equivalent  (Last avail. yr)	4050.34157539146	0.3372207581996918	3
ADVERDOSE LTD	Working capital  (Last avail. yr)	-19900.5221912297	0.31907275319099426	4
ADVERDOSE LTD	Shareholders funds	-48.55145965623838	0.304691880941391	5
FISHLABS GMBH	Number of employees (Last avail. yr)	93.0	-1.0631635189056396	1
FISHLABS GMBH	Of which provisions  (Last avail. yr)	1386880.99	0.26354819536209106	2
FISHLABS GMBH	Other current assets  (Last avail. yr)	4032707.43	-0.18545538187026978	3
FISHLABS GMBH	P/L before tax  (Last avail. yr)	3662472.25	-0.17207880318164825	4
FISHLABS GMBH	Of which cash and cash equivalent  (Last avail. yr)	45510.85	0.1689828634262085	5
LEONDRA GMBH	Number of employees	-0.2	-0.33132147789001465	1
LEONDRA GMBH	Of which provisions  (Last avail. yr)	222095.24	0.24013932049274445	2
LEONDRA GMBH	Current assets  (Last avail. yr)	818598.24	-0.17877383530139923	3
LEONDRA GMBH	Other current assets  (Last avail. yr)	300.0	0.15788163244724274	4
LEONDRA GMBH	Solvency ratio  Asset based	-0.2464255075779239	0.1363750845193863	5
SIX3 LIMITED	Capital	0.05675133052668929	1.7222336530685425	1
SIX3 LIMITED	Solvency ratio  Asset based	7.438519126243463	-0.3799000382423401	2
SIX3 LIMITED	Current liabilities  (Last avail. yr)	33592.0941983759	0.27990663051605225	3
SIX3 LIMITED	Tangible fixed assets	4.091782619097373	0.25265324115753174	4
SIX3 LIMITED	Creditors  (Last avail. yr)	0.0	0.25241619348526	5
MARCANDI LIMITED	Capital	-0.0639119807761828	1.8950496912002563	1
MARCANDI LIMITED	Number of employees (Last avail. yr)	19.0	0.3438146114349365	2
MARCANDI LIMITED	Current liabilities  (Last avail. yr)	4863841.20064866	-0.26963138580322266	3
MARCANDI LIMITED	Other current liabilities  (Last avail. yr)	1725128.17168777	-0.24627785384655	4
MAGICTAB LTD	Capital  (Last avail. yr)	0.0	-1.1149121522903442	1
MAGICTAB LTD	Other shareholders funds  (Last avail. yr)	-24839.3916095683	0.3345693051815033	2
MAGICTAB LTD	Non current assets	0.01863731197532258	-0.20325875282287598	3
MAGICTAB LTD	Tangible fixed assets  (Last avail. yr)	931.246678755158	-0.19180908799171448	4
MAGICTAB LTD	Shareholders funds	0.01863731197532487	-0.15566426515579224	5
ENTEROME BIOSCIENCE SA	Consolidation code NF	True	-0.08068867027759552	1
ENTEROME BIOSCIENCE SA	Quoted Yes	False	0.02412589080631733	2
NEUWAY PHARMA GMBH	Other shareholders funds	0.9136628588498489	0.3799115717411041	1
NEUWAY PHARMA GMBH	Intangible assets	0.4103247928374131	0.36815762519836426	2
NEUWAY PHARMA GMBH	Current liabilities  (Last avail. yr)	159435.96	0.3277670741081238	3
NEUWAY PHARMA GMBH	Non current assets	0.9283588727657451	-0.32168787717819214	4
NEUWAY PHARMA GMBH	Number of employees	0.1111111111111111	-0.2832796573638916	5
CLOUD HEALTH CARE CO.LTD.	Capital	-0.1315497842867305	1.781285047531128	1
CLOUD HEALTH CARE CO.LTD.	Consolidation code LF	True	-0.07937246561050415	2
CLOUD HEALTH CARE CO.LTD.	Consolidation code NF	False	0.06983916461467743	3
CLOUD HEALTH CARE CO.LTD.	Capital  (Last avail. yr)	251.433559308569	0.04555689916014671	4
FOODPANDA GMBH	Other non current assets  (Last avail. yr)	277834300.0	-0.29153159260749817	1
FOODPANDA GMBH	Solvency ratio  Asset based	0.06627680311890831	-0.28176042437553406	2
FOODPANDA GMBH	Current assets  (Last avail. yr)	410880000.0	-0.25168368220329285	3
FOODPANDA GMBH	Other current liabilities  (Last avail. yr)	168774600.0	-0.24179328978061676	4
FOODPANDA GMBH	Current liabilities	-0.7226046022680487	0.18302381038665771	5
ELASTIC.IO GMBH	Solvency ratio  Asset based	1.254978306819446	-0.3433975279331207	1
ELASTIC.IO GMBH	Other shareholders funds	1.686102352101428	0.2689264118671417	2
ELASTIC.IO GMBH	Non current assets	0.05407145001976962	-0.2664214074611664	3
ELASTIC.IO GMBH	Capital	0.0	-0.24063143134117126	4
ELASTIC.IO GMBH	Total assets	0.07504667094571667	-0.1834804117679596	5
TOPPAN DIGITAL LANGUAGE (APAC) LTD	Capital	0.01863731197532589	-1.486899971961975	1
TOPPAN DIGITAL LANGUAGE (APAC) LTD	Total shareholders  funds and liabilities	-0.9730381501472884	0.4467926323413849	2
TOPPAN DIGITAL LANGUAGE (APAC) LTD	Other current liabilities  (Last avail. yr)	5589.78513856747	0.2712737023830414	3
